100,-1.84467e+11,-1.84467e+11
110,-8.81345,1.84467e+11
121,-1.84467e+11,1.84467e+11
133,-1.84467e+11,-1.84467e+11
146,-1.84467e+11,0.0241699
160,-8.81511,0.026947
176,-1.84467e+11,1.84467e+11
193,-1.84467e+11,-1.84467e+11
212,-1.84467e+11,-1.84467e+11
233,-1.84467e+11,0.0373535
256,-1.84467e+11,1.84467e+11
281,-1.84467e+11,-1.84467e+11
309,-1.84467e+11,-1.84467e+11
339,-1.84467e+11,-0.0109253
372,-1.84467e+11,1.84467e+11
409,-1.84467e+11,-1.84467e+11
449,-1.84467e+11,-1.84467e+11
493,-1.84467e+11,0.0368652
542,-1.84467e+11,1.84467e+11
596,-1.84467e+11,-1.84467e+11
655,-1.84467e+11,0.0132141
720,-1.84467e+11,1.84467e+11
792,-1.84467e+11,1.84467e+11
871,-1.84467e+11,-1.84467e+11
958,-1.84467e+11,0.0261536
1053,-1.84467e+11,1.84467e+11
1158,-1.84467e+11,-1.84467e+11
1273,-1.84467e+11,0.0136108
1400,1.84467e+11,1.84467e+11
1540,-1.84467e+11,1.84467e+11
1694,-1.84467e+11,-1.84467e+11
1863,-1.84467e+11,0.00811768
2049,1.84467e+11,1.84467e+11
2253,-1.84467e+11,1.84467e+11
2478,-1.84467e+11,-1.84467e+11
2725,-1.84467e+11,0.0169373
2997,-1.84467e+11,1.84467e+11
3296,-1.84467e+11,1.84467e+11
3625,-1.84467e+11,-1.84467e+11
3987,-1.84467e+11,0.019989
4385,1.84467e+11,1.84467e+11
4823,-1.84467e+11,1.84467e+11
5305,-1.84467e+11,-1.84467e+11
5835,-1.84467e+11,0.0290833
6418,-1.84467e+11,1.84467e+11
7059,-1.84467e+11,1.84467e+11
7764,-1.84467e+11,-1.84467e+11
8540,-1.84467e+11,0.0160522
9394,1.84467e+11,1.84467e+11
10333,-1.84467e+11,1.84467e+11
11366,-1.84467e+11,-1.84467e+11
12502,-1.84467e+11,-0.0125732
13752,-1.84467e+11,1.84467e+11
15127,-1.84467e+11,1.84467e+11
16639,-1.84467e+11,-1.84467e+11
18302,-1.84467e+11,0.00411987
20132,-1.84467e+11,1.84467e+11
22145,-1.84467e+11,-1.84467e+11
24359,-1.84467e+11,-1.84467e+11
26794,-1.84467e+11,-0.00735474
29473,-1.84467e+11,1.84467e+11
32420,-1.84467e+11,1.84467e+11
35662,-1.84467e+11,-1.84467e+11
39228,-1.84467e+11,0.0323486
43150,-1.84467e+11,1.84467e+11
47465,-1.84467e+11,-1.84467e+11
52211,-1.84467e+11,0.0314026
57432,-1.84467e+11,1.84467e+11
63175,-1.84467e+11,-1.84467e+11
69492,-1.84467e+11,-1.84467e+11
76441,-1.84467e+11,0.0267334
84085,-1.84467e+11,1.84467e+11
92493,-1.84467e+11,-1.84467e+11
101742,-1.84467e+11,0.021759
111916,-8.82091,0.0206299
123107,-1.84467e+11,1.84467e+11
135417,-1.84467e+11,-1.84467e+11
148958,-1.84467e+11,-1.84467e+11
163853,-1.84467e+11,0.00842285
180238,-1.84467e+11,1.84467e+11
198261,-1.84467e+11,1.84467e+11
218087,-1.84467e+11,-1.84467e+11
239895,-1.84467e+11,-1.84467e+11
263884,-1.84467e+11,0.0190735
290272,-1.84467e+11,1.84467e+11
319299,-1.84467e+11,1.84467e+11
351228,-1.84467e+11,-1.84467e+11
386350,-1.84467e+11,-0.00302124
424985,1.84467e+11,1.84467e+11
467483,-1.84467e+11,1.84467e+11
514231,-1.84467e+11,-1.84467e+11
565654,-1.84467e+11,-1.84467e+11
622219,-1.84467e+11,-0.0352783
684440,-1.84467e+11,1.84467e+11
752884,-1.84467e+11,1.84467e+11
828172,-1.84467e+11,-1.84467e+11
910989,-1.84467e+11,0.0233459
1002087,-8.82011,0.02948
1102295,-1.84467e+11,1.84467e+11
1212524,-1.84467e+11,-1.84467e+11
1333776,-1.84467e+11,-1.84467e+11
1467153,-1.84467e+11,0.0443726
1613868,-1.84467e+11,1.84467e+11
1775254,-1.84467e+11,1.84467e+11
1952779,-1.84467e+11,-1.84467e+11
2148057,-1.84467e+11,-1.84467e+11
2362862,-1.84467e+11,0.0167847
2599148,-1.84467e+11,1.84467e+11
2859062,-1.84467e+11,-1.84467e+11
3144968,-1.84467e+11,-1.84467e+11
3459464,-1.84467e+11,0.0348511
3805410,1.84467e+11,1.84467e+11
4185951,-1.84467e+11,1.84467e+11
4604546,-1.84467e+11,-1.84467e+11
5065000,-1.84467e+11,-1.84467e+11
5571500,-1.84467e+11,0.037384
6128650,-1.84467e+11,1.84467e+11
6741515,-1.84467e+11,1.84467e+11
7415666,-1.84467e+11,-1.84467e+11
8157233,-1.84467e+11,0.0647278
8972956,-8.80016,0.0788574
9870252,-1.84467e+11,1.84467e+11
10857277,-1.84467e+11,-1.84467e+11
11943005,-1.84467e+11,-1.84467e+11
13137306,-1.84467e+11,0.132935
14451037,-1.84467e+11,1.84467e+11
15896141,-1.84467e+11,-1.84467e+11
17485756,-1.84467e+11,-1.84467e+11
19234332,-1.84467e+11,0.147369
21157766,-1.84467e+11,1.84467e+11
23273544,-1.84467e+11,1.84467e+11
25600898,-1.84467e+11,-1.84467e+11
28160988,-1.84467e+11,0.160248
30977088,-8.81046,0.164703
34074796,-1.84467e+11,1.84467e+11
37482276,-1.84467e+11,-1.84467e+11
41230504,-1.84467e+11,-1.84467e+11
45353556,-1.84467e+11,0.226807
49888912,-1.84467e+11,1.84467e+11
54877804,-1.84467e+11,-1.84467e+11
60365584,-1.84467e+11,-1.84467e+11
66402144,-1.84467e+11,0.165405
73042360,-1.84467e+11,1.84467e+11
80346600,-1.84467e+11,1.84467e+11
88381264,-1.84467e+11,-1.84467e+11
97219392,-1.84467e+11,0.154938
106941336,-1.84467e+11,1.84467e+11
117635472,-1.84467e+11,1.84467e+11
129399024,-1.84467e+11,-1.84467e+11
142338928,-1.84467e+11,0.15332
156572832,-1.84467e+11,1.84467e+11
172230112,-1.84467e+11,1.84467e+11
189453120,-1.84467e+11,-1.84467e+11
208398432,-1.84467e+11,0.144836
229238288,-1.84467e+11,1.84467e+11
252162128,-1.84467e+11,1.84467e+11
277378336,-1.84467e+11,-1.84467e+11
305116192,-1.84467e+11,0.141754
335627808,-1.84467e+11,1.84467e+11
369190592,-1.84467e+11,1.84467e+11
406109664,-1.84467e+11,-1.84467e+11
446720640,-1.84467e+11,0.157349
491392704,-1.84467e+11,1.84467e+11
540531968,-1.84467e+11,-1.84467e+11
594585152,-1.84467e+11,-1.84467e+11
654043712,-8.82253,0.161987
719448128,-1.84467e+11,1.84467e+11
791392960,-1.84467e+11,-1.84467e+11
870532288,-8.00958,1.69522e+11
957585536,1.20512,0.148804
1053344128,1.401e+11,1.401e+11
1158678528,-1.27364e+11,0.173431
1274546432,-1.15785e+11,0.157142
1402001152,1.13354,0.139465
1542201344,1.21355,0.140632
1696421504,-8.69913e+10,0.160716
1866063744,1.10644,-7.9083e+10
2052670208,-7.18936e+10,0.19249
2257937152,6.53579e+10,0.157425
2483730944,-5.94162e+10,-5.94162e+10
2732104192,-5.40148e+10,0.148121
3005314560,4.91043e+10,4.91043e+10
3305846016,-4.46403e+10,0.153427
3636430592,4.05821e+10,0.156075
4000073728,3.68928e+10,0.174032
4400081408,-0.635025,-3.35389e+10
4840089600,-0.475552,0.157856
5324098560,1.18798,-2.77181e+10
5856508416,2.51983e+10,2.51983e+10
