100,1.12828,0.0316956
110,1.1645,0.0260862
121,1.24352,-0.00560611
133,1.19104,0.0293955
146,1.16736,-0.0026564
160,1.1752,-0.0329827
176,1.17976,0.00736022
193,1.18447,-0.00347102
212,1.27601,0.0197144
233,1.18074,0.0299179
256,1.17971,0.027345
281,1.1891,0.0453943
309,1.17655,0.0355314
339,1.21498,0.0080661
372,1.28263,0.0206396
409,1.17475,0.0354152
449,1.19478,0.0163788
493,1.18085,0.0372659
542,1.17977,0.0326566
596,1.17627,0.0273234
655,1.27291,0.016242
720,1.18438,0.0271398
792,1.18055,0.0412044
871,1.19815,0.0644782
958,1.15889,0.0240929
1053,1.19508,0.0776043
1158,1.26516,0.0320624
1273,1.17896,0.00467428
1400,1.18747,0.0269646
1540,1.19144,0.0427346
1694,1.18639,0.0137997
1863,1.18011,0.0113143
2049,1.28327,0.0208341
2253,1.20199,0.0207166
2478,1.17928,0.0221658
2725,1.19557,0.0331429
2997,1.18141,0.0491926
3296,1.20326,0.00852456
3625,1.23805,0.0185901
3987,1.18138,0.0242089
4385,1.17871,0.0716385
4823,1.21219,0.0861902
5305,1.19128,0.0283455
5835,1.18875,0.0715275
6418,1.19029,-0.0746382
7059,1.19289,0.0282791
7764,1.19536,0.0339055
8540,1.18229,0.0140382
9394,1.18475,0.051655
10333,1.2032,0.0277446
11366,1.24191,-0.0804775
12502,1.18143,0.015874
13752,1.18636,0.0169761
15127,1.18665,0.0178877
16639,1.17751,0.00744704
18302,1.19813,0.0289527
20132,1.17576,-0.0788794
22145,1.18651,0.0110607
24359,1.18269,0.0712684
26794,1.20329,0.0142341
29473,1.22415,-0.0265631
32420,1.20663,0.0121871
35662,1.28414,-0.0145902
39228,1.46121,0.0224974
43150,1.61611,0.0264989
47465,1.73552,0.0391571
52211,1.81835,0.0146653
57432,1.94716,0.0367501
63175,2.096,-0.0525115
69492,2.09058,0.0162319
76441,2.17681,0.0194144
84085,2.23735,0.029165
92493,2.29084,0.0205318
101742,2.36747,0.0309301
111916,2.47267,0.026337
123107,2.66205,0.0323875
135417,2.90463,0.0284651
148958,3.09098,-0.0109677
163853,3.27706,0.0112618
180238,3.39139,0.0214398
198261,3.41027,0.011193
218087,3.38998,0.00023312
239895,3.62372,0.0226447
263884,4.07807,0.0419375
290272,4.64335,0.0188077
319299,5.24415,0.0636295
351228,5.69485,0.038992
386350,6.12693,-0.0105342
424985,6.47993,0.034089
467483,6.99299,0.0773377
514231,7.40248,0.0496335
565654,7.83938,0.0304336
622219,8.09481,0.0439874
684440,8.49456,0.0112953
752884,8.78034,-0.0447576
828172,8.94461,0.11354
910989,9.13654,0.0322101
1002087,9.46789,0.0364095
1102295,9.58453,0.0315284
1212524,9.75851,0.0361388
1333776,10.0125,-0.0325103
1467153,10.1247,0.0138736
1613868,10.2292,0.0251304
1775254,10.4075,0.0335066
1952779,10.5442,0.0363095
2148057,10.7182,0.0150199
2362862,10.7373,0.0424959
2599148,9.12865,-0.0379083
2859062,9.33293,0.0434305
3144968,9.54686,-0.0174884
3459464,9.8725,0.0273224
3805410,9.96948,0.0308504
4185951,10.1584,-0.00067264
4604546,10.3745,0.0228504
5065000,9.42876,0.0543074
5571500,9.60138,0.0446016
6128650,10.0004,0.0325326
6741515,10.4674,0.0421204
7415666,11.1558,0.0286576
8157233,13.0252,-0.0631292
8972956,11.5668,0.0700645
9870252,15.5237,0.00094232
10857277,19.578,0.0785186
11943005,23.0903,0.0924073
13137306,27.7545,0.0625068
14451037,30.2661,0.112121
15896141,33.7,0.131578
17485756,36.0799,0.118323
19234332,38.9004,0.124632
21157766,41.9727,0.110257
23273544,43.5115,0.140007
25600898,45.4462,0.164472
28160988,47.0199,0.153673
30977088,48.6317,0.160258
34074796,49.9901,0.174666
37482276,51.3948,0.14194
41230504,52.6103,0.157545
45353556,53.8034,0.147187
49888912,54.9529,0.156742
54877804,55.8719,0.144687
60365584,56.5027,0.155255
66402144,57.2952,0.0982752
73042360,58.064,0.170169
80346600,58.9609,0.15884
88381264,59.8918,0.161054
97219392,60.5879,0.100601
106941336,61.282,0.172806
117635472,61.7734,0.156246
129399024,62.4501,0.146732
142338928,62.8354,0.176226
156572832,63.4012,0.156006
172230112,63.9413,0.161399
189453120,64.265,0.157318
208398432,64.4837,0.14016
229238288,64.9826,0.151988
252162128,65.2357,0.157966
277378336,65.5162,0.153974
305116192,65.7664,0.174866
335627808,65.8922,0.155008
369190592,66.0189,0.163079
406109664,66.4602,0.13532
446720640,66.5162,0.146231
491392704,66.6665,0.165643
540531968,66.8713,0.122895
594585152,66.8737,0.0777943
654043712,66.8494,0.163596
719448128,67.1339,0.0638453
791392960,66.9959,0.151726
870532288,67.2619,0.145278
957585536,67.563,0.154139
1053344128,67.4802,0.152022
1158678528,67.3294,0.102169
1274546432,67.5557,0.149703
1402001152,67.7212,0.164258
1542201344,67.6931,0.159114
1696421504,67.838,0.162237
1866063744,67.8338,0.156166
2052670208,67.5826,0.142862
2257937152,67.7115,0.120556
2483730944,67.666,0.139735
2732104192,67.846,0.145016
3005314560,67.8285,0.158032
3305846016,68.2252,0.156768
3636430592,68.636,0.143575
4000073728,68.8314,0.128731
4400081408,69.0608,0.175064
4840089600,69.3006,0.166737
5324098560,69.7563,0.139105
5856508416,69.9955,0.150358
